# 	98x98			98x150			150x150
1.439112336424133964e+01 8.598582471160986174e+00 7.782428393971878577e+00
1.439127019352532955e+01 8.598481907383813905e+00 7.782874376674239869e+00
1.439141701779857208e+01 8.598381326821563420e+00 7.783320303149681152e+00
1.439156471637741319e+01 8.598282476786595296e+00 7.783768012705614581e+00
1.439171153063450603e+01 8.598181862672079845e+00 7.784213826787153678e+00
1.439185833988618413e+01 8.598081231790356327e+00 7.784659584701643098e+00
1.439203263546820466e+01 8.597998948823477150e+00 7.785117502157091529e+00
1.439217943471438055e+01 8.597898284425166793e+00 7.785563147797190275e+00
1.439232710827503325e+01 8.597799350583878564e+00 7.786010576617409917e+00
1.439247477683736776e+01 8.597700399999155252e+00 7.786457949350214847e+00
1.439262156108859081e+01 8.597599685370514777e+00 7.786903426727993960e+00
1.439276921965959666e+01 8.597500701316693750e+00 7.787350687345501399e+00
1.439291687323759739e+01 8.597401700537215419e+00 7.787797891935131389e+00
1.439309113384377525e+01 8.597319300407713527e+00 7.788255416917408525e+00
1.439323789812649856e+01 8.597218518888288585e+00 7.788700670223398959e+00
1.439338553673607457e+01 8.597119467967349493e+00 7.789147706848392971e+00
1.439353317035969759e+01 8.597020400344401736e+00 7.789594687524745709e+00
1.439368079899914754e+01 8.596921316025373017e+00 7.790041612272302629e+00
1.439382842265616880e+01 8.596822215016139523e+00 7.790488481110761754e+00
1.439397692064709489e+01 8.596724844629013873e+00 7.790937133347354049e+00
1.439415114636397597e+01 8.596642327626803137e+00 7.791394266827615489e+00
1.439429875508429113e+01 8.596543176582370549e+00 7.791840968057385908e+00
1.439444635882922263e+01 8.596444008871301889e+00 7.792287613457004269e+00
1.439459395760052729e+01 8.596344824499501769e+00 7.792734203046243202e+00
1.439474243071451554e+01 8.596247370779224184e+00 7.793182576132148931e+00
1.439489001954382275e+01 8.596148153103570166e+00 7.793629054159620928e+00
1.439506509473873663e+01 8.596067283460893549e+00 7.794087692123762068e+00
1.439521267363305057e+01 8.595968032504858414e+00 7.794534058668116216e+00
1.439536112687706293e+01 8.595870512223829252e+00 7.794982208787790690e+00
1.439550869584339843e+01 8.595771228010884002e+00 7.795428463927613016e+00
1.439565713916292111e+01 8.595673674484643811e+00 7.795876502681969633e+00
1.439580557752282353e+01 8.595576104344589297e+00 7.796324485783108216e+00
1.439595313161028756e+01 8.595476770290170876e+00 7.796770573963200945e+00
1.439612817207559736e+01 8.595395784309726395e+00 7.797228822217278754e+00
1.439627659556710171e+01 8.595298164363278204e+00 7.797676638476193745e+00
1.439642501410595266e+01 8.595200527826373005e+00 7.798124399160142772e+00
1.439657342769390347e+01 8.595102874704849683e+00 7.798572104288675533e+00
1.439672183633268432e+01 8.595005205004532911e+00 7.799019753881313299e+00
1.439687024002404314e+01 8.594907518731250917e+00 7.799467347957573793e+00
1.439701863876970833e+01 8.594809815890830151e+00 7.799914886536972958e+00
1.439719364459084439e+01 8.594728713858790670e+00 7.800372746039633043e+00
1.439734203345034658e+01 8.594630977901536184e+00 7.800820173683754355e+00
1.439749041736936341e+01 8.594533225394565434e+00 7.801267545889380983e+00
1.439763967566420000e+01 8.594437203650102219e+00 7.801716701963456124e+00
1.439778804970745618e+01 8.594339418061160529e+00 7.802163963350579934e+00
1.439793641881542641e+01 8.594241615939916201e+00 7.802611169357545506e+00
1.439811227432382701e+01 8.594162161968290192e+00 7.803070535691895238e+00
1.439826063356641406e+01 8.594064326799841780e+00 7.803517630996839927e+00
1.439840986719347349e+01 8.593968222422887493e+00 7.803966510267306589e+00
1.439855821657759805e+01 8.593870354230396913e+00 7.804413494947791463e+00
1.439870744034963934e+01 8.593774216840948554e+00 7.804862263632502462e+00
1.439885665919676327e+01 8.593678062953927110e+00 7.805310977053393273e+00
1.439900499380611798e+01 8.593580145268701287e+00 7.805757795942343868e+00
1.439918081482798939e+01 8.593500575773569850e+00 7.806216775294279486e+00
1.439933001891068187e+01 8.593404372428445015e+00 7.806665323039644555e+00
1.439947921807534748e+01 8.593308152608823747e+00 7.807113815598494710e+00
1.439962841232369506e+01 8.593211916320445454e+00 7.807562252990052798e+00
1.439977760165744591e+01 8.593115663569088625e+00 7.808010635233655350e+00
1.439992678607831778e+01 8.593019394360485563e+00 7.808458962348526100e+00
1.440007596558802661e+01 8.592923108700395218e+00 7.808907234353961613e+00
1.440025175220770493e+01 8.592843423964271921e+00 7.809365827669836335e+00
1.440040092190023202e+01 8.592747105418427012e+00 7.809813989514047705e+00
1.440055008668673153e+01 8.592650770438304164e+00 7.810262096306466617e+00
1.440069924656892297e+01 8.592554419029644563e+00 7.810710148066320357e+00
1.440084928086307414e+01 8.592459798504570756e+00 7.811159984100212839e+00
1.440099843094177068e+01 8.592363414256013243e+00 7.811607925852463552e+00
1.440117418814070405e+01 8.592283630965821928e+00 7.812066189030389296e+00
1.440132420773729649e+01 8.592188961206648656e+00 7.812515860139136237e+00
1.440147334312356087e+01 8.592092527741153063e+00 7.812963637023733199e+00
1.440162335293032569e+01 8.591997825187842608e+00 7.813413198278169602e+00
1.440177247853015885e+01 8.591901358939614042e+00 7.813860865346649476e+00
1.440192247855389240e+01 8.591806623614978378e+00 7.814310316823203095e+00
1.440207247368867094e+01 8.591711871913224385e+00 7.814759713439418221e+00
1.440224907595561099e+01 8.591633721209781527e+00 7.815219431615123113e+00
1.440239818200300803e+01 8.591537189464503399e+00 7.815666879280582791e+00
1.440254816248110892e+01 8.591442388665596397e+00 7.816116111430400082e+00
1.440269813807704580e+01 8.591347571512336856e+00 7.816565288796156530e+00
1.440284810879251509e+01 8.591252738010412671e+00 7.817014411396899121e+00
1.440299807462921677e+01 8.591157888165506407e+00 7.817463479251669511e+00
1.440314803558882950e+01 8.591063021983279313e+00 7.817912492379434752e+00
1.440332460369248757e+01 8.590984756839141312e+00 7.818371827199923629e+00
1.440347455490302764e+01 8.590889857999300716e+00 7.818820730930705842e+00
1.440362450124156446e+01 8.590794942839162118e+00 7.819269579991505736e+00
1.440377532202435162e+01 8.590701758670753918e+00 7.819720213688603927e+00
1.440392525862395345e+01 8.590606810886969313e+00 7.820168953466205330e+00
1.440407519035662354e+01 8.590511846799845586e+00 7.820617638630622537e+00
1.440425260855801604e+01 8.590435231091134938e+00 7.821078484888856153e+00
1.440440253056186570e+01 8.590340234414263421e+00 7.821527060883642690e+00
1.440455244770382848e+01 8.590245221450993895e+00 7.821975582322008513e+00
1.440470323930016150e+01 8.590151939513360091e+00 7.822425888510238678e+00
1.440485402603798093e+01 8.590058641300590381e+00 7.822876140179772619e+00
1.440500392860440293e+01 8.589963579511925573e+00 7.823324498062054211e+00
1.440515470563023293e+01 8.589870248765787863e+00 7.823774640750816189e+00
1.440533208982200364e+01 8.589793519131118771e+00 7.824235105378107846e+00
1.440548197782799811e+01 8.589698408567709720e+00 7.824683299874010345e+00
1.440563274029843122e+01 8.589605029063694275e+00 7.825133279232868944e+00
1.440578349792042268e+01 8.589511633318272388e+00 7.825583204186013830e+00
1.440593425069564404e+01 8.589418221337071557e+00 7.826033074752302809e+00
1.440608499862576863e+01 8.589324793125696189e+00 7.826482890950494209e+00
1.440623574171246801e+01 8.589231348689738255e+00 7.826932652799331258e+00
1.440641309197684095e+01 8.589154505404531292e+00 7.827392736718286947e+00
1.440656382538170277e+01 8.589061028536212561e+00 7.827842389924713373e+00
1.440671455394815581e+01 8.588967535460110270e+00 7.828291988838043558e+00
1.440686615699243056e+01 8.588875773488204857e+00 7.828743372764411568e+00
1.440701687588706648e+01 8.588782248013290044e+00 7.829192863147692805e+00
1.440716758994828695e+01 8.588688706347333834e+00 7.829642299293984919e+00
1.440734491119718363e+01 8.588611765865646674e+00 7.830102057622680078e+00
1.440749649491114504e+01 8.588519939140761394e+00 7.830553224638521215e+00
1.440764719448212183e+01 8.588426348935172427e+00 7.831002498185986482e+00
1.440779876854090880e+01 8.588334489867230914e+00 7.831453556858560816e+00
1.440794945846003472e+01 8.588240867329716366e+00 7.831902722100046788e+00
1.440810102287029260e+01 8.588148975940979923e+00 7.832353672503920450e+00
1.440825258245877194e+01 8.588057068400193117e+00 7.832804568801407186e+00
1.440842986993199126e+01 8.587980014776213977e+00 7.833263948124299603e+00
1.440858141988189267e+01 8.587888074947958472e+00 7.833714736264719036e+00
1.440873296501498402e+01 8.587796118984291738e+00 7.834165470354494509e+00
1.440888450533292975e+01 8.587704146890759560e+00 7.834616150412194280e+00
1.440903604083737655e+01 8.587612158672902396e+00 7.835066776456389270e+00
1.440918757152997820e+01 8.587520154336246492e+00 7.835517348505572244e+00
1.440933909741239027e+01 8.587428133886342962e+00 7.835967866578350538e+00
1.440951723050567246e+01 8.587352714698420542e+00 7.836428707093860524e+00
1.440966874677264720e+01 8.587260662038575632e+00 7.836879117269280215e+00
1.440982025823437951e+01 8.587168593282058282e+00 7.837329473523817924e+00
1.440997176489250897e+01 8.587076508434366318e+00 7.837779775875898025e+00
1.441012414606325720e+01 8.586986154807432214e+00 7.838231863631471619e+00
1.441027564311913878e+01 8.586894037793964429e+00 7.838682058234123673e+00
1.441045374739577944e+01 8.586818522075596150e+00 7.839142575390447121e+00
1.441060611417054105e+01 8.586728120224769611e+00 7.839594501604889132e+00
1.441075759683536539e+01 8.586635955003931286e+00 7.840044534721750225e+00
1.441090995402101882e+01 8.586545521031364814e+00 7.840496353334293289e+00
1.441106142710001770e+01 8.586453323699775098e+00 7.840946278886065990e+00
1.441121377470312481e+01 8.586362857627440448e+00 7.841397989970293025e+00
1.441136523820285475e+01 8.586270628207067546e+00 7.841847808030557587e+00
1.441154418824939043e+01 8.586196747426631859e+00 7.842309788060692455e+00
1.441169652149095626e+01 8.586106233245796915e+00 7.842761337990339143e+00
1.441184884994861903e+01 8.586015703039757696e+00 7.843212834238496356e+00
1.441200029430944696e+01 8.585923409507593362e+00 7.843662437536089271e+00
1.441215261320419039e+01 8.585832847267546697e+00 7.844113826476237783e+00
1.441230492731993174e+01 8.585742269018712847e+00 7.844565161789907037e+00
1.441245723665829814e+01 8.585651674766545227e+00 7.845016443495335778e+00
1.441263615324033154e+01 8.585577681886224610e+00 7.845478048011555572e+00
1.441278845302882594e+01 8.585487055643771015e+00 7.845929222555447780e+00
1.441294162735939111e+01 8.585398160720737692e+00 7.846382182833352203e+00
1.441309391760453273e+01 8.585307502509806454e+00 7.846833250288742789e+00
1.441324620308044047e+01 8.585216828322817406e+00 7.847284264227280204e+00
1.441339848378873256e+01 8.585126138165199094e+00 7.847735224667166776e+00
1.441357825106501522e+01 8.585053796718501218e+00 7.848198347314705892e+00
1.441373052224295570e+01 8.584963074635957980e+00 7.848649200811980364e+00
1.441388366797270493e+01 8.584874083905480902e+00 7.849101840152632015e+00
1.441403592962677749e+01 8.584783329919737582e+00 7.849552586780070840e+00
1.441418906583590598e+01 8.584694307296922844e+00 7.850005119287261302e+00
1.441434131797258900e+01 8.584603521429681194e+00 7.850455759117570764e+00
1.441449444466757157e+01 8.584514466936226995e+00 7.850908184864005435e+00
1.441467417862731359e+01 8.584442013885272615e+00 7.851370933657882745e+00
1.441482641650004837e+01 8.584351180236437173e+00 7.851821413428664798e+00
1.441497952893592149e+01 8.584262077977607319e+00 7.852273679169893938e+00
1.441513263662198696e+01 8.584172959807801817e+00 7.852725891612315934e+00
1.441528573955986481e+01 8.584083825732435002e+00 7.853178050774022978e+00
1.441543883775115908e+01 8.583994675756901671e+00 7.853630156673116147e+00
1.441561854321690284e+01 8.583922127256304435e+00 7.854092585728290388e+00
1.441577163191986699e+01 8.583832945496602918e+00 7.854544585156284953e+00
1.441592471588107927e+01 8.583743747852921047e+00 7.854996531375871172e+00
1.441607779510215082e+01 8.583654534330626973e+00 7.855448424405037322e+00
1.441623086958467859e+01 8.583565304935099505e+00 7.855900264261802768e+00
1.441638481864484511e+01 8.583477806978136115e+00 7.856353890251683403e+00
1.441653788365511701e+01 8.583388545852294271e+00 7.856805623817749940e+00
1.441671755595109339e+01 8.583315886239091697e+00 7.857267680666197407e+00
1.441687149081008634e+01 8.583228340710816084e+00 7.857721147300962272e+00
1.441702454162399505e+01 8.583139032029791338e+00 7.858172721565944485e+00
1.441717846702355743e+01 8.583051454814164316e+00 7.858626082053927320e+00
1.441733150838124011e+01 8.582962114456506697e+00 7.859077550208025009e+00
1.441748542432776148e+01 8.582874505574949353e+00 7.859530804620986189e+00
1.441763845623560059e+01 8.582785133562065738e+00 7.859982166735921538e+00
1.441781897475489771e+01 8.582714110405706975e+00 7.860445691546260605e+00
1.441797287653384885e+01 8.582626454065403365e+00 7.860898786981173281e+00
1.441812677359346218e+01 8.582538781916193571e+00 7.861351829459179541e+00
1.441828066593533997e+01 8.582451093963429756e+00 7.861804818998194833e+00
1.441843367424650957e+01 8.582361642906057853e+00 7.862255916328669159e+00
1.441858755715768581e+01 8.582273923362182089e+00 7.862708800043286317e+00
1.441876804737531792e+01 8.582202805400479306e+00 7.863172007273211861e+00
1.441892192086215552e+01 8.582115054286814981e+00 7.863624785234858194e+00
1.441907666895377282e+01 8.582029034702635784e+00 7.864079349634198302e+00
1.441923053302262936e+01 8.581941252040474311e+00 7.864532021914195425e+00
1.441938439238487568e+01 8.581853453612044547e+00 7.864984641380109665e+00
1.441953824704209808e+01 8.581765639422640035e+00 7.865437208049671725e+00
1.441969297631045066e+01 8.581679556783992524e+00 7.865891561228173678e+00
1.441987343358179530e+01 8.581608328458315782e+00 7.866354398759151323e+00
1.442002727413345653e+01 8.581520467017881515e+00 7.866806807146469183e+00
1.442018198930098727e+01 8.581434337144090208e+00 7.867261002095954581e+00
1.442033582045684525e+01 8.581346444229456694e+00 7.867713305050532568e+00
1.442049052623174532e+01 8.581260282892081648e+00 7.868167394602811449e+00
1.442064434799812567e+01 8.581172358524431942e+00 7.868619592195571499e+00
1.442082565640612302e+01 8.581102783114328503e+00 7.869083952822135686e+00
1.442098034810390494e+01 8.581016574621211035e+00 7.869537884411377249e+00
1.442113503511246719e+01 8.580930350420075570e+00 7.869991763381674943e+00
1.442128883811882467e+01 8.580842363209816526e+00 7.870443750463297583e+00
1.442144351575368155e+01 8.580756107608495498e+00 7.870897524248745114e+00
1.442159818870404031e+01 8.580669836314967824e+00 7.871351245468216185e+00
1.442175285697147480e+01 8.580583549334512838e+00 7.871804914139369558e+00
1.442193413257698431e+01 8.580513864042130123e+00 7.872268906680574219e+00
1.442208879148328649e+01 8.580427545703617653e+00 7.872722470308021414e+00
1.442224344571138239e+01 8.580341211693967907e+00 7.873175981440048155e+00
1.442239809526283523e+01 8.580254862018428241e+00 7.873629440094235932e+00
1.442255361945377778e+01 8.580170243988643364e+00 7.874084685575589049e+00
1.442270825965664649e+01 8.580083862997076594e+00 7.874538039326853145e+00
1.442286289518757592e+01 8.579997466355363755e+00 7.874991340653029859e+00
1.442304501738210298e+01 8.579929418744850267e+00 7.875456805259730686e+00
1.442319964357383988e+01 8.579842990818571380e+00 7.875910001788378523e+00
1.442335514441288602e+01 8.579758294564248544e+00 7.876364985231964155e+00
1.442350976127167783e+01 8.579671835374329092e+00 7.876818077033195920e+00
1.442366525278090705e+01 8.579587107866839091e+00 7.877272955784428987e+00
1.442381986031300656e+01 8.579500617434216991e+00 7.877725942928364589e+00
1.442400195451806866e+01 8.579432476064168256e+00 7.878191093457923344e+00
1.442415743204426803e+01 8.579347701716104169e+00 7.878645815301879907e+00
1.442431202559800774e+01 8.579261164458557687e+00 7.879098645590965511e+00
1.442446749380997240e+01 8.579176358909531785e+00 7.879553262917453615e+00
1.442462295736715028e+01 8.579091537767830289e+00 7.880007828011367010e+00
1.442477841627109925e+01 8.579006701038670357e+00 7.880462340890177941e+00
1.442493387052336828e+01 8.578921848727253163e+00 7.880916801571290264e+00
1.442511593214493359e+01 8.578853598208485920e+00 7.881381586472782530e+00
1.442527137709850926e+01 8.578768714748152391e+00 7.881835942810771378e+00
1.442542681740505905e+01 8.578683815721138473e+00 7.882290247003266082e+00
1.442558225306613728e+01 8.578598901132654220e+00 7.882744499067703359e+00
1.442573856339785365e+01 8.578515718294276837e+00 7.883200538308862804e+00
1.442589398977262682e+01 8.578430772598389709e+00 7.883654686169240478e+00
1.442604941150657183e+01 8.578345811356571815e+00 7.884108781953619527e+00
1.442623231993521493e+01 8.578279199250125941e+00 7.884575041367464010e+00
1.442638773239213457e+01 8.578194206931986088e+00 7.885029033051903724e+00
1.442654314021285877e+01 8.578109199083447933e+00 7.885482972712363647e+00
1.442669942271348305e+01 8.578025923016063814e+00 7.885938699653555872e+00
1.442685570058100453e+01 8.577942631428614462e+00 7.886394374605395718e+00
1.442701109450239372e+01 8.577857577019857516e+00 7.886848158297714129e+00
1.442719397512772517e+01 8.577790871777459358e+00 7.887314105723318036e+00
1.442735023910514869e+01 8.577707533660751338e+00 7.887769624810728075e+00
1.442750561914105667e+01 8.577622432738202463e+00 7.888223252690422349e+00
1.442766187386610532e+01 8.577539063627753535e+00 7.888678667954525991e+00
1.442781812396727403e+01 8.577455679028158642e+00 7.889134031332842412e+00
1.442797436944610290e+01 8.577372278944570994e+00 7.889589342842627140e+00
1.442813061030411426e+01 8.577288863382099393e+00 7.890044602501026461e+00
1.442831345856227188e+01 8.577222049715635066e+00 7.890510186726011455e+00
1.442846969018326142e+01 8.577138603210840984e+00 7.890965342733333721e+00
1.442862591718803600e+01 8.577055141242588832e+00 7.891420446940925260e+00
1.442878301889269110e+01 8.576973411122395419e+00 7.891877338653356055e+00
1.442893923666963296e+01 8.576889918242594391e+00 7.892332339312966738e+00
1.442909544983494818e+01 8.576806409914704332e+00 7.892787288224324627e+00
1.442925165839016977e+01 8.576722886143841151e+00 7.893242185404572453e+00
1.442943535367079733e+01 8.576657711611225920e+00 7.893709246558920256e+00
1.442959155301040219e+01 8.576574156969755336e+00 7.894164040328319309e+00
1.442974862705905181e+01 8.576492334207037160e+00 7.894620621705394470e+00
1.442990481718913998e+01 8.576408748715383723e+00 7.895075312132380674e+00
1.443006188203131934e+01 8.576326895112698523e+00 7.895531790201261835e+00
1.443021894227255508e+01 8.576245026097691238e+00 7.895988216641693924e+00
1.443040173061921649e+01 8.576178011738763374e+00 7.896453128583972969e+00
1.443055878166311068e+01 8.576096111914381481e+00 7.896909451818685532e+00
1.443071582811061937e+01 8.576014196692938185e+00 7.897365723476097443e+00
1.443087286996325602e+01 8.575932266079522748e+00 7.897821943573239523e+00
1.443102990722254475e+01 8.575850320079235090e+00 7.898278112127190553e+00
1.443118693988999368e+01 8.575768358697143157e+00 7.898734229154943165e+00
1.443134396796713048e+01 8.575686381938337988e+00 7.899190294673541501e+00
1.443152760347487806e+01 8.575621007177602451e+00 7.899656685100625353e+00
1.443168462237590965e+01 8.575538999680556884e+00 7.900112647651800657e+00
1.443184163669117126e+01 8.575456976822014354e+00 7.900568558744780923e+00
1.443199864642216923e+01 8.575374938607033926e+00 7.901024418396533022e+00
1.443215565157040992e+01 8.575292885040667556e+00 7.901480226623979419e+00
1.443231353145197104e+01 8.575212563434376989e+00 7.901937822731509797e+00
1.443247052743923575e+01 8.575130479180428367e+00 7.902393528161207215e+00
1.443265413086768945e+01 8.575064996959982366e+00 7.902859558618099634e+00
1.443281199701457140e+01 8.574984629345054898e+00 7.903317000605175835e+00
1.443296897927168132e+01 8.574902499097621700e+00 7.903772551965204229e+00
1.443312683626964876e+01 8.574822100835509886e+00 7.904229891289872967e+00
1.443328468869541226e+01 8.574741687257375844e+00 7.904687179308693246e+00
1.443344165723592099e+01 8.574659511061856421e+00 7.905142576751101657e+00
1.443362611254121219e+01 8.574595684236490101e+00 7.905610138609466375e+00
1.443378395125939484e+01 8.574515224740476782e+00 7.906067272811869273e+00
1.443394178541139006e+01 8.574434749948578016e+00 7.906524355775875534e+00
1.443409961499869532e+01 8.574354259865815564e+00 7.906981387518301929e+00
1.443425656070824381e+01 8.574272007190799627e+00 7.907436528768517547e+00
1.443441438117066511e+01 8.574191486541364426e+00 7.907893458118242513e+00
1.443457219707289063e+01 8.574110950616107729e+00 7.908350336296772198e+00
1.443475749975040223e+01 8.574048764096174224e+00 7.908819379009093709e+00
1.443491530653673038e+01 8.573968197634348698e+00 7.909276154895755084e+00
1.443507310876735517e+01 8.573887615911745641e+00 7.909732879661637739e+00
1.443523090644375984e+01 8.573807018933365498e+00 7.910189553323482059e+00
1.443538869956745074e+01 8.573726406704222924e+00 7.910646175898072840e+00
1.443554736745447542e+01 8.573647526535689067e+00 7.911104586689537754e+00
1.443570515147720101e+01 8.573566883819996320e+00 7.911561107139817750e+00
1.443589042228566655e+01 8.573504590544636983e+00 7.912029792241142445e+00
1.443540950874732509e+01 8.573025100489111594e+00 7.912237177017718004e+00
1.443468996180350850e+01 8.572397786186705559e+00 7.912352962471961959e+00
1.443394291898192883e+01 8.571752091987359989e+00 7.912456481251142648e+00
1.443322336295203989e+01 8.571124747248285658e+00 7.912572164748159054e+00
1.443247719036192223e+01 8.570480769928636278e+00 7.912677420890942948e+00
1.443175674593734392e+01 8.569851647466419919e+00 7.912791163210037837e+00
1.443103717628948779e+01 8.569224257109681275e+00 7.912906693896305299e+00
1.443029099008585980e+01 8.568580234187271216e+00 7.913011797278249659e+00
1.442957141136677457e+01 8.567952813443589832e+00 7.913127226173862994e+00
1.442885182811430411e+01 8.567325377513896001e+00 7.913242604199139052e+00
1.442810562831050802e+01 8.566681309033430836e+00 7.913347554969996089e+00
1.442738603599569736e+01 8.566053842746576663e+00 7.913462831304389766e+00
1.442663982713251869e+01 8.565409743918850793e+00 7.913567680417529004e+00
1.442592022576128485e+01 8.564782247294649764e+00 7.913682855127403215e+00
1.442520061986405722e+01 8.564154735509200478e+00 7.913797979049898679e+00
1.442445527673745254e+01 8.563512338504116528e+00 7.913904515088277414e+00
1.442373566179265865e+01 8.562884796410996202e+00 7.914019537485662781e+00
1.442301604232629941e+01 8.562257239171451317e+00 7.914134509145316798e+00
1.442227068563498626e+01 8.561614796727099019e+00 7.914240892970543229e+00
1.442155105712990348e+01 8.560987209209514504e+00 7.914355763204351746e+00
1.442080569140281554e+01 8.560344736496983131e+00 7.914462045636749821e+00
1.442008605386490139e+01 8.559717118721078322e+00 7.914576814510782654e+00
1.441936729112734383e+01 8.559091233129802134e+00 7.914693372017095996e+00
1.441862191185762043e+01 8.558448715051948597e+00 7.914799502484045846e+00
1.441790226078148152e+01 8.557821051925483147e+00 7.914914119442062912e+00
1.441718348451010812e+01 8.557195120998414950e+00 7.915030525081831136e+00
1.441643809171096713e+01 8.556552557599513165e+00 7.915136503731631024e+00
1.441571930642437316e+01 8.555926596473128143e+00 7.915252808209275237e+00
1.441500051663237159e+01 8.555300620254467248e+00 7.915369062130572786e+00
1.441425511031701134e+01 8.554658011578709420e+00 7.915474889111260737e+00
1.441353631151858750e+01 8.554032005190183696e+00 7.915591041969080699e+00
1.441279089619971998e+01 8.553389366354350543e+00 7.915696767919084387e+00
1.441207208840071807e+01 8.552763329815551430e+00 7.915812819779054266e+00
1.441135327610361472e+01 8.552137278208956417e+00 7.915928821164685658e+00
1.441060784729045885e+01 8.551494594169737340e+00 7.916034395691683656e+00
1.440988990531610625e+01 8.550870259748611701e+00 7.916152135465200246e+00
1.440917107953346843e+01 8.550244162967949535e+00 7.916267985526028284e+00
1.440842563723914438e+01 8.549601433769314696e+00 7.916373408777326759e+00
1.440770768178800232e+01 8.548977054203426462e+00 7.916490997324210355e+00
1.440696223051351410e+01 8.548334294922899090e+00 7.916596319806720849e+00
1.440624426608511577e+01 8.547709885284866971e+00 7.916713807617471232e+00
1.440552541785570995e+01 8.547083713311684150e+00 7.916829405797250807e+00
1.440478083243645102e+01 8.546442656251270975e+00 7.916936416536449528e+00
1.440406285455307867e+01 8.545818201541548476e+00 7.917053753365353330e+00
1.440334487218760984e+01 8.545193731817652960e+00 7.917171039899553620e+00
1.440259939400752032e+01 8.544550882408318060e+00 7.917276060467187015e+00
1.440188140268222483e+01 8.543926382670651520e+00 7.917393246460791900e+00
1.440113679485976483e+01 8.543285250563643629e+00 7.917500005807749375e+00
1.440041879458043717e+01 8.542660720831602106e+00 7.917617091325731771e+00
1.439970078982625701e+01 8.542036176109650825e+00 7.917734126630286084e+00
1.439895616857925731e+01 8.541394999032908331e+00 7.917840735336934443e+00
1.439823815487971714e+01 8.540770424345648593e+00 7.917957670263232828e+00
1.439752013670966768e+01 8.540145834683000814e+00 7.918074555024739780e+00
1.439677638136569193e+01 8.539506359986472006e+00 7.918182852524384252e+00
1.439605835425894043e+01 8.538881740387532560e+00 7.918299637004853508e+00
1.439534032268600861e+01 8.538257105827701920e+00 7.918416371369083606e+00
1.439459655394346882e+01 8.537617586248464008e+00 7.918524518519941324e+00
1.439387851344249114e+01 8.536992921781319410e+00 7.918641152700176988e+00
1.439313473577478319e+01 8.536353372304411380e+00 7.918749199699361085e+00
1.439241668635150617e+01 8.535728677949219190e+00 7.918865733760174663e+00
1.439169951178379492e+01 8.535105715963618778e+00 7.918984057072862015e+00
1.439095484142455028e+01 8.534464374369919781e+00 7.919090114678070336e+00
1.439023765794317100e+01 8.533841382525165997e+00 7.919208337968119515e+00
1.438952047000710444e+01 8.533218375758041319e+00 7.919326511270963209e+00
1.438877666559837110e+01 8.532578736703621658e+00 7.919434258202010746e+00
1.438805858944267868e+01 8.531953952799771201e+00 7.919550492291326016e+00
1.438731477613174015e+01 8.531314283924622544e+00 7.919658139328438651e+00
1.438659757039126852e+01 8.530691217516016778e+00 7.919776112843341487e+00
1.438588036020327898e+01 8.530068136209044027e+00 7.919894036451443853e+00
1.438513653354976718e+01 8.529428422638741125e+00 7.920001533768042279e+00
1.438441931447101396e+01 8.528805311549348289e+00 7.920119357610548860e+00
1.438370297026359168e+01 8.528183932882345886e+00 7.920238970881792184e+00
1.438295913028037099e+01 8.527544174659976051e+00 7.920346318622197401e+00
1.438224189787618990e+01 8.526921018932858587e+00 7.920463992936555897e+00
1.438149804901362572e+01 8.526281230966329616e+00 7.920571241039523258e+00
1.438078168704751647e+01 8.525659792811001836e+00 7.920690655035858008e+00
1.438006444133073103e+01 8.525036592489128040e+00 7.920808179966019935e+00
1.437932145847440246e+01 8.524398507248539758e+00 7.920917118020112113e+00
1.437860420388967064e+01 8.523775277220675406e+00 7.921034543440668152e+00
1.437788782418765621e+01 8.523153779653339868e+00 7.921153758417752933e+00
1.437714394872123513e+01 8.522513902568782385e+00 7.921260707991756078e+00
1.437642756015979195e+01 8.521892375324004121e+00 7.921379823554888233e+00
1.437571116717076158e+01 8.521270833247633902e+00 7.921498889434918311e+00
1.437496727842158961e+01 8.520630911668307661e+00 7.921605689959658747e+00
1.437425087658164280e+01 8.520009339942996363e+00 7.921724656521206498e+00
1.437350785829895194e+01 8.519371136030626346e+00 7.921833197046729502e+00
1.437279144761375349e+01 8.518749534675357893e+00 7.921952064353383172e+00
1.437207503250805907e+01 8.518127918512226060e+00 7.922070882056428509e+00
1.437133200096385544e+01 8.517489670176241034e+00 7.922179273771019936e+00
1.437061557702138792e+01 8.516868024411561322e+00 7.922297992314347503e+00
1.436989914866266282e+01 8.516246363853220203e+00 7.922416661301640239e+00
1.436915698318422407e+01 8.515609818442611001e+00 7.922526743635432744e+00
1.436844054599719911e+01 8.514988128311102855e+00 7.922645313558076552e+00
1.436769749237872240e+01 8.514349806030384826e+00 7.922753457571466207e+00
1.436698104636904461e+01 8.513728086344610091e+00 7.922871928492758009e+00
1.436626547526470610e+01 8.513108099195164868e+00 7.922992189224483894e+00
1.436552240841858108e+01 8.512469732604261097e+00 7.923100184806928681e+00
1.436480682850003276e+01 8.511849715928827109e+00 7.923220346632044553e+00
1.436409036486193003e+01 8.511227937191083726e+00 7.923338619740150079e+00
1.436334816411537219e+01 8.510591273638786092e+00 7.923448306321087209e+00
1.436263257098605273e+01 8.509971212709691812e+00 7.923568319904594759e+00
